"Cob","CobLog","past.o","past","Lemma.Class","Lemma.Cob","Lemma.CobLog","present.o","present","ending.2","ending.3","regular","category","class","monosyl","moder"
1,0,"abided","@b2dId","V",84,0.7,"abide","@b2d","ed","","Y",NA,"regular",FALSE,NA
31,0.301,"abolished","@bQlISt","V",301,1.23,"abolish","@bQlIS","ed","","Y",NA,"regular",FALSE,NA
4,0,"aborted","@b$tId","V",35,0.3,"abort","@b$t","ed","","Y",NA,"regular",FALSE,NA
4,0,"abounded","@b6ndId","V",84,0.7,"abound","@b6nd","ed","","Y",NA,"regular",FALSE,NA
2,0,"abridged","@brI_d","V",15,0,"abridge","@brI_","ed","","Y",NA,"regular",FALSE,NA
1,0,"abrogated","{br5g1tId","V",12,0,"abrogate","{br5g1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"absented","{bsEntId","V",23,0,"absent","{bsEnt","ed","","Y",NA,"regular",FALSE,NA
3,0,"absolved","@bzQlvd","V",35,0.3,"absolve","@bzQlv","ed","","Y",NA,"regular",FALSE,NA
71,0.6021,"absorbed","@bs$bd","V",679,1.58,"absorb","@bs$b","ed","","Y",NA,"regular",FALSE,NA
3,0,"abstained","@bst1nd","V",65,0.6,"abstain","@bst1n","ed","","Y",NA,"regular",FALSE,NA
1,0,"abstracted","{bstr{ktId","V",23,0,"abstract","{bstr{kt","ed","","Y",NA,"regular",FALSE,NA
13,0,"abused","@bjuzd","V",122,0.85,"abuse","@bjuz","ed","","Y",NA,"regular",FALSE,NA
2,0,"acceded","{ksidId","V",36,0.3,"accede","{ksid","ed","","Y",NA,"regular",FALSE,NA
18,0,"accelerated","@ksEl@r1tId","V",269,1.18,"accelerate","@ksEl@r1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"accented","{ksEntId","V",27,0.3,"accent","{ksEnt","ed","","Y",NA,"regular",FALSE,NA
7,0,"accentuated","{ksEntjU1tId","V",71,0.6,"accentuate","{ksEntjU1t","ed","","Y",NA,"regular",FALSE,NA
322,1.2553,"accepted","@ksEptId","V",3712,2.32,"accept","@ksEpt","ed","","Y",NA,"regular",FALSE,NA
6,0,"acclaimed","@kl1md","V",36,0.3,"acclaim","@kl1m","ed","","Y",NA,"regular",FALSE,NA
2,0,"acclimatized","@kl2m@t2zd","V",22,0,"acclimatize","@kl2m@t2z","ed","","Y",NA,"regular",FALSE,NA
11,0,"accommodated","@kQm@d1tId","V",263,1.18,"accommodate","@kQm@d1t","ed","","Y",NA,"regular",FALSE,NA
111,0.7782,"accompanied","@kVmp@nId","V",858,1.68,"accompany","@kVmp@nI","ed","","Y",NA,"regular",FALSE,NA
32,0.301,"accomplished","@kVmplISt","V",269,1.18,"accomplish","@kVmplIS","ed","","Y",NA,"regular",FALSE,NA
16,0,"accorded","@k$dId","V",2010,2.05,"accord","@k$d","ed","","Y",NA,"regular",FALSE,NA
5,0,"accosted","@kQstId","V",34,0.3,"accost","@kQst","ed","","Y",NA,"regular",FALSE,NA
29,0.301,"accounted","@k6ntId","V",613,1.53,"account","@k6nt","ed","","Y",NA,"regular",FALSE,NA
2,0,"accredited","@krEdItId","V",11,0,"accredit","@krEdIt","ed","","Y",NA,"regular",FALSE,NA
2,0,"accrued","@krud","V",72,0.6,"accrue","@kru","ed","","Y",NA,"regular",FALSE,NA
33,0.301,"accumulated","@kjumjUl1tId","V",291,1.2,"accumulate","@kjumjUl1t","ed","","Y",NA,"regular",FALSE,NA
90,0.699,"accused","@kjuzd","V",648,1.56,"accuse","@kjuz","ed","","Y",NA,"regular",FALSE,NA
14,0,"ached","1kt","V",218,1.08,"ache","1k","ed","","Y",NA,"regular",TRUE,NA
208,1.0792,"achieved","@Jivd","V",2121,2.07,"achieve","@Jiv","ed","","Y",NA,"regular",FALSE,NA
56,0.4771,"acknowledged","@knQlI_d","V",611,1.53,"acknowledge","@knQlI_","ed","","Y",NA,"regular",FALSE,NA
3,0,"acquiesced","{kwIEst","V",34,0.3,"acquiesce","{kwIEs","ed","","Y",NA,"regular",FALSE,NA
116,0.7782,"acquired","@kw2@d","V",1035,1.76,"acquire","@kw2@R","ed","","Y",NA,"regular",FALSE,NA
10,0,"acquitted","@kwItId","V",60,0.48,"acquit","@kwIt","ed","","Y",NA,"regular",FALSE,NA
92,0.699,"acted","{ktId","V",2212,2.09,"act","{kt","ed","","Y","mono","regular",TRUE,NA
12,0,"activated","{ktIv1tId","V",96,0.7,"activate","{ktIv1t","ed","","Y",NA,"regular",FALSE,NA
40,0.301,"adapted","@d{ptId","V",464,1.42,"adapt","@d{pt","ed","","Y",NA,"regular",FALSE,NA
395,1.3424,"added","{dId","V",4190,2.37,"add","{d","ed","","Y",NA,"regular",TRUE,NA
9,0,"addicted","@dIktId","V",45,0.48,"addict","@dIkt","ed","","Y",NA,"regular",FALSE,NA
2,0,"addled","{dPd","V",14,0,"addle","{dP","ed","","Y",NA,"regular",FALSE,NA
67,0.6021,"addressed","@drEst","V",631,1.54,"address","@drEs","ed","","Y",NA,"regular",FALSE,NA
2,0,"adduced","@djust","V",10,0,"adduce","@djus","ed","","Y",NA,"regular",FALSE,NA
10,0,"adhered","@dh7d","V",98,0.7,"adhere","@dh7R","ed","","Y",NA,"regular",FALSE,NA
2,0,"adjoined","@_4nd","V",42,0.3,"adjoin","@_4n","ed","","Y",NA,"regular",FALSE,NA
4,0,"adjourned","@_3nd","V",33,0.3,"adjourn","@_3n","ed","","Y",NA,"regular",FALSE,NA
3,0,"adjudged","@_V_d","V",15,0,"adjudge","@_V_","ed","","Y",NA,"regular",FALSE,NA
2,0,"adjured","@_9d","V",12,0,"adjure","@_9R","ed","","Y",NA,"regular",FALSE,NA
35,0.301,"adjusted","@_VstId","V",468,1.42,"adjust","@_Vst","ed","","Y",NA,"regular",FALSE,NA
22,0,"administered","@dmInIst@d","V",210,1.08,"administer","@dmInIst@R","ed","","Y",NA,"regular",FALSE,NA
71,0.6021,"admired","@dm2@d","V",783,1.64,"admire","@dm2@R","ed","","Y",NA,"regular",FALSE,NA
119,0.8451,"admitted","@dmItId","V",1747,1.99,"admit","@dmIt","ed","","Y",NA,"regular",FALSE,NA
5,0,"admonished","@dmQnISt","V",35,0.3,"admonish","@dmQnIS","ed","","Y",NA,"regular",FALSE,NA
111,0.7782,"adopted","@dQptId","V",1048,1.76,"adopt","@dQpt","ed","","Y",NA,"regular",FALSE,NA
25,0,"adored","@d$d","V",218,1.08,"adore","@d$R","ed","","Y",NA,"regular",FALSE,NA
8,0,"adorned","@d$nd","V",75,0.6,"adorn","@d$n","ed","","Y",NA,"regular",FALSE,NA
2,0,"adulterated","@dVlt@r1tId","V",10,0,"adulterate","@dVlt@r1t","ed","","Y",NA,"regular",FALSE,NA
50,0.4771,"advanced","@dv#nst","V",521,1.46,"advance","@dv#ns","ed","","Y",NA,"regular",FALSE,NA
2,0,"advantaged","@dv#ntI_d","V",10,0,"advantage","@dv#ntI_","ed","","Y",NA,"regular",FALSE,NA
25,0,"advertised","{dv@t2zd","V",277,1.18,"advertise","{dv@t2z","ed","","Y",NA,"regular",FALSE,NA
74,0.6021,"advised","@dv2zd","V",770,1.63,"advise","@dv2z","ed","","Y",NA,"regular",FALSE,NA
21,0,"advocated","{dv@k1tId","V",254,1.15,"advocate","{dv@k1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"aerated","1@r1tId","V",15,0,"aerate","1@r1t","ed","","Y",NA,"regular",FALSE,NA
95,0.699,"affected","@fEktId","V",1323,1.87,"affect","@fEkt","ed","","Y",NA,"regular",FALSE,NA
15,0,"affiliated","@fIlI1tId","V",107,0.78,"affiliate","@fIlI1t","ed","","Y",NA,"regular",FALSE,NA
6,0,"affirmed","@f3md","V",103,0.78,"affirm","@f3m","ed","","Y",NA,"regular",FALSE,NA
1,0,"affixed","@fIkst","V",10,0,"affix","@fIks","ed","","Y",NA,"regular",FALSE,NA
13,0,"afflicted","@flIktId","V",101,0.78,"afflict","@flIkt","ed","","Y",NA,"regular",FALSE,NA
13,0,"afforded","@f$dId","V",1119,1.79,"afford","@f$d","ed","","Y",NA,"regular",FALSE,NA
6,0,"affronted","@frVntId","V",37,0.3,"affront","@frVnt","ed","","Y",NA,"regular",FALSE,NA
3,0,"aged","1_d","V",151,0.9,"age","1_","ed","","Y",NA,"regular",TRUE,NA
7,0,"aggravated","{gr@v1tId","V",77,0.6,"aggravate","{gr@v1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"aggregated","{grIg1tId","V",12,0,"aggregate","{grIg1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"agitated","{_It1tId","V",25,0,"agitate","{_It1t","ed","","Y",NA,"regular",FALSE,NA
3,0,"agonized","{g@n2zd","V",30,0.3,"agonize","{g@n2z","ed","","Y",NA,"regular",FALSE,NA
352,1.301,"agreed","@grid","V",3424,2.28,"agree","@gri","ed","","Y",NA,"regular",FALSE,NA
18,0,"aided","1dId","V",167,0.95,"aid","1d","ed","","Y",NA,"regular",TRUE,NA
1,0,"ailed","1ld","V",200,1.04,"ail","1l","ed","","Y",NA,"regular",TRUE,NA
67,0.6021,"aimed","1md","V",631,1.54,"aim","1m","ed","","Y",NA,"regular",TRUE,NA
4,0,"aired","8d","V",25,0,"air","8R","ed","","Y",NA,"regular",TRUE,NA
45,0.4771,"alarmed","@l#md","V",281,1.2,"alarm","@l#m","ed","","Y",NA,"regular",FALSE,NA
15,0,"alerted","@l3tId","V",162,0.95,"alert","@l3t","ed","","Y",NA,"regular",FALSE,NA
21,0,"alienated","1lj@n1tId","V",151,0.9,"alienate","1lj@n1t","ed","","Y",NA,"regular",FALSE,NA
3,0,"alighted","@l2tId","V",53,0.48,"alight","@l2t","ed","","Y",NA,"regular",FALSE,NA
5,0,"aligned","@l2nd","V",44,0.3,"align","@l2n","ed","","Y",NA,"regular",FALSE,NA
1,0,"allayed","@l1d","V",38,0.3,"allay","@l1","ed","","Y",NA,"regular",FALSE,NA
55,0.4771,"alleged","@lE_d","V",311,1.23,"allege","@lE_","ed","","Y",NA,"regular",FALSE,NA
3,0,"alleviated","@livI1tId","V",82,0.7,"alleviate","@livI1t","ed","","Y",NA,"regular",FALSE,NA
19,0,"allocated","{l5k1tId","V",145,0.9,"allocate","{l5k1t","ed","","Y",NA,"regular",FALSE,NA
17,0,"allotted","@lQtId","V",97,0.7,"allot","@lQt","ed","","Y",NA,"regular",FALSE,NA
474,1.415,"allowed","@l6d","V",4744,2.42,"allow","@l6","ed","","Y",NA,"regular",FALSE,NA
10,0,"allied","@l2d","V",91,0.7,"ally","@l2","ed","","Y",NA,"regular",FALSE,NA
60,0.4771,"altered","$lt@d","V",705,1.59,"alter","$lt@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"alternated","$lt@n1tId","V",124,0.85,"alternate","$lt@n1t","ed","","Y",NA,"regular",FALSE,NA
6,0,"amalgamated","@m{lg@m1tId","V",41,0.3,"amalgamate","@m{lg@m1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"amassed","@m{st","V",39,0.3,"amass","@m{s","ed","","Y",NA,"regular",FALSE,NA
55,0.4771,"amazed","@m1zd","V",300,1.23,"amaze","@m1z","ed","","Y",NA,"regular",FALSE,NA
4,0,"ambled","{mbPd","V",42,0.3,"amble","{mbP","ed","","Y",NA,"regular",FALSE,NA
4,0,"ambushed","{mbUSt","V",48,0.48,"ambush","{mbUS","ed","","Y",NA,"regular",FALSE,NA
1,0,"ameliorated","@milj@r1tId","V",18,0,"ameliorate","@milj@r1t","ed","","Y",NA,"regular",FALSE,NA
10,0,"amended","@mEndId","V",83,0.7,"amend","@mEnd","ed","","Y",NA,"regular",FALSE,NA
1,0,"amortized","@m$t2zd","V",10,0,"amortize","@m$t2z","ed","","Y",NA,"regular",FALSE,NA
9,0,"amplified","{mplIf2d","V",74,0.6,"amplify","{mplIf2","ed","","Y",NA,"regular",FALSE,NA
5,0,"amputated","{mpjUt1tId","V",34,0.3,"amputate","{mpjUt1t","ed","","Y",NA,"regular",FALSE,NA
65,0.6021,"amused","@mjuzd","V",470,1.42,"amuse","@mjuz","ed","","Y",NA,"regular",FALSE,NA
3,0,"anaesthetized","{nisT@t2zd","V",20,0,"anaesthetize","{nisT@t2z","ed","","Y",NA,"regular",FALSE,NA
26,0,"analysed","{n@l2zd","V",403,1.34,"analyse","{n@l2z","ed","","Y",NA,"regular",FALSE,NA
11,0,"anchored","{Nk@d","V",90,0.7,"anchor","{Nk@R","ed","","Y",NA,"regular",FALSE,NA
14,0,"angered","{Ng@d","V",137,0.9,"anger","{Ng@R","ed","","Y",NA,"regular",FALSE,NA
5,0,"angled","{NgPd","V",57,0.48,"angle","{NgP","ed","","Y",NA,"regular",FALSE,NA
2,0,"anglicized","{NglIs2zd","V",12,0,"anglicize","{NglIs2z","ed","","Y",NA,"regular",FALSE,NA
18,0,"animated","{nIm1tId","V",102,0.78,"animate","{nIm1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"annexed","@nEkst","V",31,0.3,"annex","@nEks","ed","","Y",NA,"regular",FALSE,NA
3,0,"annihilated","@n2@l1tId","V",43,0.3,"annihilate","@n2@l1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"annotated","{n5t1tId","V",15,0,"annotate","{n5t1t","ed","","Y",NA,"regular",FALSE,NA
199,1.0414,"announced","@n6nst","V",1334,1.87,"announce","@n6ns","ed","","Y",NA,"regular",FALSE,NA
45,0.4771,"annoyed","@n4d","V",315,1.26,"annoy","@n4","ed","","Y",NA,"regular",FALSE,NA
1,0,"annulled","@nVld","V",12,0,"annul","@nVl","ed","","Y",NA,"regular",FALSE,NA
5,0,"anointed","@n4ntId","V",69,0.6,"anoint","@n4nt","ed","","Y",NA,"regular",FALSE,NA
280,1.2041,"answered","#ns@d","V",3048,2.23,"answer","#ns@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"antagonized","{nt{g@n2zd","V",20,0,"antagonize","{nt{g@n2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"antedated","{ntId1tId","V",10,0,"antedate","{ntId1t","ed","","Y",NA,"regular",FALSE,NA
36,0.301,"anticipated","{ntIsIp1tId","V",382,1.32,"anticipate","{ntIsIp1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"aped","1pt","V",22,0,"ape","1p","ed","","Y",NA,"regular",TRUE,NA
19,0,"apologized","@pQl@_2zd","V",323,1.26,"apologize","@pQl@_2z","ed","","Y",NA,"regular",FALSE,NA
32,0.301,"appalled","@p$ld","V",175,1,"appal","@p$l","ed","","Y",NA,"regular",FALSE,NA
33,0.301,"appealed","@pild","V",396,1.34,"appeal","@pil","ed","","Y",NA,"regular",FALSE,NA
440,1.3979,"appeared","@p7d","V",5226,2.46,"appear","@p7R","ed","","Y",NA,"regular",FALSE,NA
5,0,"appeased","@pizd","V",70,0.6,"appease","@piz","ed","","Y",NA,"regular",FALSE,NA
2,0,"appended","@pEndId","V",14,0,"append","@pEnd","ed","","Y",NA,"regular",FALSE,NA
15,0,"applauded","@pl$dId","V",163,0.95,"applaud","@pl$d","ed","","Y",NA,"regular",FALSE,NA
146,0.9031,"applied","@pl2d","V",2111,2.07,"apply","@pl2","ed","","Y",NA,"regular",FALSE,NA
70,0.6021,"appointed","@p4ntId","V",465,1.42,"appoint","@p4nt","ed","","Y",NA,"regular",FALSE,NA
1,0,"apportioned","@p$SHd","V",13,0,"apportion","@p$SH","ed","","Y",NA,"regular",FALSE,NA
2,0,"appraised","@pr1zd","V",33,0.3,"appraise","@pr1z","ed","","Y",NA,"regular",FALSE,NA
38,0.301,"appreciated","@priSI1tId","V",624,1.54,"appreciate","@priSI1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"apprehended","{prIhEndId","V",51,0.48,"apprehend","{prIhEnd","ed","","Y",NA,"regular",FALSE,NA
2,0,"apprenticed","@prEntIst","V",15,0,"apprentice","@prEntIs","ed","","Y",NA,"regular",FALSE,NA
2,0,"apprised","@pr2zd","V",14,0,"apprise","@pr2z","ed","","Y",NA,"regular",FALSE,NA
107,0.7782,"approached","@pr5Jt","V",1427,1.9,"approach","@pr5J","ed","","Y",NA,"regular",FALSE,NA
8,0,"appropriated","@pr5prI1tId","V",51,0.48,"appropriate","@pr5prI1t","ed","","Y",NA,"regular",FALSE,NA
105,0.7782,"approved","@pruvd","V",802,1.65,"approve","@pruv","ed","","Y",NA,"regular",FALSE,NA
3,0,"approximated","@prQksIm1tId","V",42,0.3,"approximate","@prQksIm1t","ed","","Y",NA,"regular",FALSE,NA
18,0,"arched","#Jt","V",150,0.9,"arch","#J","ed","","Y",NA,"regular",TRUE,NA
187,1,"argued","#gjud","V",2130,2.08,"argue","#gju","ed","","Y",NA,"regular",FALSE,NA
10,0,"armed","#md","V",100,0.78,"arm","#m","ed","","Y",NA,"regular",TRUE,NA
46,0.4771,"aroused","@r6zd","V",427,1.38,"arouse","@r6z","ed","","Y",NA,"regular",FALSE,NA
2,0,"arraigned","@r1nd","V",10,0,"arraign","@r1n","ed","","Y",NA,"regular",FALSE,NA
177,1,"arranged","@r1n_d","V",1587,1.94,"arrange","@r1n_","ed","","Y",NA,"regular",FALSE,NA
3,0,"arrayed","@r1d","V",17,0,"array","@r1","ed","","Y",NA,"regular",FALSE,NA
92,0.699,"arrested","@rEstId","V",601,1.53,"arrest","@rEst","ed","","Y",NA,"regular",FALSE,NA
396,1.3424,"arrived","@r2vd","V",3073,2.23,"arrive","@r2v","ed","","Y",NA,"regular",FALSE,NA
1,0,"arrogated","{r5g1tId","V",13,0,"arrogate","{r5g1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"articled","#tIkPd","V",10,0,"article","#tIkP","ed","","Y",NA,"regular",FALSE,NA
6,0,"articulated","#tIkjUl1tId","V",63,0.6,"articulate","#tIkjUl1t","ed","","Y",NA,"regular",FALSE,NA
8,0,"ascended","@sEndId","V",121,0.85,"ascend","@sEnd","ed","","Y",NA,"regular",FALSE,NA
5,0,"ascertained","{s@t1nd","V",72,0.6,"ascertain","{s@t1n","ed","","Y",NA,"regular",FALSE,NA
1677,1.9685,"asked","#skt","V",14651,2.91,"ask","#sk","ed","","Y",NA,"regular",TRUE,NA
2,0,"asphalted","{sf{ltId","V",10,0,"asphalt","{sf{lt","ed","","Y",NA,"regular",FALSE,NA
6,0,"aspired","@sp2@d","V",127,0.85,"aspire","@sp2@R","ed","","Y",NA,"regular",FALSE,NA
8,0,"assailed","@s1ld","V",50,0.48,"assail","@s1l","ed","","Y",NA,"regular",FALSE,NA
8,0,"assassinated","@s{sIn1tId","V",64,0.6,"assassinate","@s{sIn1t","ed","","Y",NA,"regular",FALSE,NA
11,0,"assaulted","@s$ltId","V",157,0.95,"assault","@s$lt","ed","","Y",NA,"regular",FALSE,NA
57,0.4771,"assembled","@sEmbPd","V",425,1.38,"assemble","@sEmbP","ed","","Y",NA,"regular",FALSE,NA
2,0,"assented","@sEntId","V",16,0,"assent","@sEnt","ed","","Y",NA,"regular",FALSE,NA
26,0,"asserted","@s3tId","V",407,1.36,"assert","@s3t","ed","","Y",NA,"regular",FALSE,NA
27,0.301,"assessed","@sEst","V",417,1.36,"assess","@sEs","ed","","Y",NA,"regular",FALSE,NA
53,0.4771,"assigned","@s2nd","V",329,1.26,"assign","@s2n","ed","","Y",NA,"regular",FALSE,NA
11,0,"assimilated","@sImIl1tId","V",113,0.78,"assimilate","@sImIl1t","ed","","Y",NA,"regular",FALSE,NA
23,0,"assisted","@sIstId","V",362,1.3,"assist","@sIst","ed","","Y",NA,"regular",FALSE,NA
157,0.9542,"associated","@s5SI1tId","V",935,1.72,"associate","@s5SI1t","ed","","Y",NA,"regular",FALSE,NA
15,0,"assorted","@s$tId","V",75,0.6,"assort","@s$t","ed","","Y",NA,"regular",FALSE,NA
4,0,"assuaged","@sw1_d","V",44,0.3,"assuage","@sw1_","ed","","Y",NA,"regular",FALSE,NA
147,0.9031,"assumed","@sjumd","V",1968,2.04,"assume","@sjum","ed","","Y",NA,"regular",FALSE,NA
78,0.6021,"assured","@S$d","V",691,1.59,"assure","@S$R","ed","","Y",NA,"regular",FALSE,NA
43,0.301,"astonished","@stQnISt","V",238,1.11,"astonish","@stQnIS","ed","","Y",NA,"regular",FALSE,NA
9,0,"astounded","@st6ndId","V",103,0.78,"astound","@st6nd","ed","","Y",NA,"regular",FALSE,NA
1,0,"atoned","@t5nd","V",15,0,"atone","@t5n","ed","","Y",NA,"regular",FALSE,NA
2,0,"atrophied","{tr@fId","V",18,0,"atrophy","{tr@fI","ed","","Y",NA,"regular",FALSE,NA
135,0.9031,"attached","@t{Jt","V",878,1.69,"attach","@t{J","ed","","Y",NA,"regular",FALSE,NA
100,0.7782,"attacked","@t{kt","V",1255,1.85,"attack","@t{k","ed","","Y",NA,"regular",FALSE,NA
19,0,"attained","@t1nd","V",234,1.11,"attain","@t1n","ed","","Y",NA,"regular",FALSE,NA
105,0.7782,"attempted","@tEmptId","V",1404,1.89,"attempt","@tEmpt","ed","","Y",NA,"regular",FALSE,NA
95,0.699,"attended","@tEndId","V",1340,1.88,"attend","@tEnd","ed","","Y",NA,"regular",FALSE,NA
4,0,"attenuated","@tEnjU1tId","V",21,0,"attenuate","@tEnjU1t","ed","","Y",NA,"regular",FALSE,NA
3,0,"attested","@tEstId","V",32,0.3,"attest","@tEst","ed","","Y",NA,"regular",FALSE,NA
3,0,"attired","@t2@d","V",16,0,"attire","@t2@R","ed","","Y",NA,"regular",FALSE,NA
85,0.699,"attracted","@tr{ktId","V",968,1.73,"attract","@tr{kt","ed","","Y",NA,"regular",FALSE,NA
1,0,"audited","$dItId","V",16,0,"audit","$dIt","ed","","Y",NA,"regular",FALSE,NA
1,0,"auditioned","$dISHd","V",18,0,"audition","$dISH","ed","","Y",NA,"regular",FALSE,NA
7,0,"augmented","$gmEntId","V",67,0.6,"augment","$gmEnt","ed","","Y",NA,"regular",FALSE,NA
3,0,"authenticated","$TEntIk1tId","V",16,0,"authenticate","$TEntIk1t","ed","","Y",NA,"regular",FALSE,NA
22,0,"authorized","$T@r2zd","V",138,0.9,"authorize","$T@r2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"autographed","$t@gr#ft","V",11,0,"autograph","$t@gr#f","ed","","Y",NA,"regular",FALSE,NA
10,0,"automated","$t5m1tId","V",61,0.48,"automate","$t5m1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"availed","@v1ld","V",46,0.48,"avail","@v1l","ed","","Y",NA,"regular",FALSE,NA
2,0,"avenged","@vEn_d","V",58,0.48,"avenge","@vEn_","ed","","Y",NA,"regular",FALSE,NA
1,0,"averred","@v3d","V",11,0,"aver","@v3R","ed","","Y",NA,"regular",FALSE,NA
8,0,"averaged","{v@rI_d","V",116,0.78,"average","{v@rI_","ed","","Y",NA,"regular",FALSE,NA
14,0,"averted","@v3tId","V",137,0.9,"avert","@v3t","ed","","Y",NA,"regular",FALSE,NA
84,0.699,"avoided","@v4dId","V",2057,2.06,"avoid","@v4d","ed","","Y",NA,"regular",FALSE,NA
1,0,"avowed","@v6d","V",12,0,"avow","@v6","ed","","Y",NA,"regular",FALSE,NA
21,0,"awaited","@w1tId","V",396,1.34,"await","@w1t","ed","","Y",NA,"regular",FALSE,NA
23,0,"awakened","@w1k@nd","V",212,1.08,"awaken","@w1k@n","ed","","Y",NA,"regular",FALSE,NA
39,0.301,"awarded","@w$dId","V",241,1.11,"award","@w$d","ed","","Y",NA,"regular",FALSE,NA
9,0,"awed","$d","V",47,0.48,"awe","$","ed","","Y",NA,"regular",TRUE,NA
4,0,"babbled","b{bPd","V",70,0.6,"babble","b{bP","ed","","Y",NA,"regular",FALSE,NA
73,0.6021,"backed","b{kt","V",504,1.45,"back","b{k","ed","","Y",NA,"regular",TRUE,NA
2,0,"backfired","b{kf2@d","V",27,0.3,"backfire","b{kf2@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"backtracked","b{ktr{kt","V",13,0,"backtrack","b{ktr{k","ed","","Y",NA,"regular",FALSE,NA
2,0,"badgered","b{_@d","V",25,0,"badger","b{_@R","ed","","Y",NA,"regular",FALSE,NA
22,0,"baffled","b{fPd","V",131,0.85,"baffle","b{fP","ed","","Y",NA,"regular",FALSE,NA
1,0,"bagged","b{gd","V",35,0.3,"bag","b{g","ed","","Y",NA,"regular",TRUE,NA
2,0,"bailed","b1ld","V",52,0.48,"bail","b1l","ed","","Y",NA,"regular",TRUE,NA
9,0,"baited","b1tId","V",274,1.18,"bait","b1t","ed","","Y","mono","regular",TRUE,NA
40,0.301,"baked","b1kt","V",423,1.38,"bake","b1k","ed","","Y",NA,"regular",TRUE,NA
68,0.6021,"balanced","b{l@nst","V",501,1.45,"balance","b{l@ns","ed","","Y",NA,"regular",FALSE,NA
4,0,"balked","b$kt","V",34,0.3,"balk","b$k","ed","","Y",NA,"regular",TRUE,NA
1,0,"ballooned","b@lund","V",18,0,"balloon","b@lun","ed","","Y",NA,"regular",FALSE,NA
46,0.4771,"banned","b{nd","V",362,1.3,"ban","b{n","ed","","Y",NA,"regular",TRUE,NA
4,0,"banded","b{ndId","V",40,0.3,"band","b{nd","ed","","Y",NA,"regular",TRUE,NA
8,0,"bandaged","b{ndI_d","V",66,0.6,"bandage","b{ndI_","ed","","Y",NA,"regular",FALSE,NA
2,0,"bandied","b{ndId","V",23,0,"bandy","b{ndI","ed","","Y",NA,"regular",FALSE,NA
22,0,"banged","b{Nd","V",290,1.2,"bang","b{N","ed","","Y",NA,"regular",TRUE,NA
13,0,"banished","b{nISt","V",114,0.78,"banish","b{nIS","ed","","Y",NA,"regular",FALSE,NA
8,0,"banked","b{Nkt","V",98,0.7,"bank","b{Nk","ed","","Y",NA,"regular",TRUE,NA
1,0,"bankrupted","b{NkrVptId","V",15,0,"bankrupt","b{NkrVpt","ed","","Y",NA,"regular",FALSE,NA
10,0,"baptized","b{pt2zd","V",72,0.6,"baptize","b{pt2z","ed","","Y",NA,"regular",FALSE,NA
18,0,"barred","b#d","V",106,0.78,"bar","b#R","ed","","Y",NA,"regular",TRUE,NA
10,0,"bared","b8d","V",80,0.6,"bare","b8R","ed","","Y",NA,"regular",TRUE,NA
6,0,"bargained","b#gInd","V",271,1.18,"bargain","b#gIn","ed","","Y",NA,"regular",FALSE,NA
2,0,"barged","b#_d","V",31,0.3,"barge","b#_","ed","","Y",NA,"regular",TRUE,NA
11,0,"barked","b#kt","V",181,1,"bark","b#k","ed","","Y",NA,"regular",TRUE,NA
2,0,"barricaded","b{rIk1dId","V",17,0,"barricade","b{rIk1d","ed","","Y",NA,"regular",FALSE,NA
1,0,"bartered","b#t@d","V",25,0,"barter","b#t@R","ed","","Y",NA,"regular",FALSE,NA
5,0,"bashed","b{St","V",67,0.6,"bash","b{S","ed","","Y",NA,"regular",TRUE,NA
4,0,"basked","b#skt","V",69,0.6,"bask","b#sk","ed","","Y",NA,"regular",TRUE,NA
1,0,"basted","b1stId","V",36,0.3,"baste","b1st","ed","","Y","mono","regular",TRUE,NA
5,0,"batted","b{tId","V",113,0.78,"bat","b{t","ed","","Y","mono","regular",TRUE,NA
9,0,"bathed","b#Tt","V",109,0.78,"bath","b#T","ed","","Y",NA,"regular",TRUE,NA
12,0,"bathed","b1Dd","V",163,0.95,"bathe","b1D","ed","","Y",NA,"regular",TRUE,NA
46,0.4771,"battered","b{t@d","V",313,1.23,"batter","b{t@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"battled","b{tPd","V",164,0.95,"battle","b{tP","ed","","Y",NA,"regular",FALSE,NA
4,0,"bawled","b$ld","V",75,0.6,"bawl","b$l","ed","","Y",NA,"regular",TRUE,NA
1,0,"bayed","b1d","V",41,0.3,"bay","b1","ed","","Y",NA,"regular",TRUE,NA
